file,call_length,start_time,call_variant,signal_level,call_overlap,call_cutoff,call_cutoff,high_freq
bermuda_2015-12-31T200000.wav,5.3139,2.432,1,3,False,False,False,157.169
bermuda_2015-12-31T200000.wav,1.5289,9.1038,1,2,False,True,True,160.282
bermuda_2015-12-31T201500.wav,1.7749,0.0249,1,3,False,True,True,152.501
bermuda_2015-12-31T201500.wav,0.6843,8.5464,1,2,False,False,False,158.726
bermuda_2015-12-31T202000.wav,0.1497,1.2754,3,2,False,False,False,169.618
bermuda_2015-12-31T202500.wav,2.4164,5.3165,1,3,False,False,False,140.052
bermuda_2015-12-31T202500.wav,0.2459,8.2888,3,3,False,False,False,206.966
bermuda_2015-12-31T202500.wav,10.6491,10.641,5,3,True,True,True,185.18
bermuda_2015-12-31T203500.wav,2.0956,10.6347,1,3,False,True,True,147.833
bermuda_2015-12-31T204000.wav,6.1158,10.6449,2,2,False,True,True,161.838
bermuda_2015-12-31T205000.wav,2.2988,0.0376,1,2,False,True,True,183.624
bermuda_2015-12-31T205500.wav,3.5283,6.4737,2,3,False,False,False,205.41
bermuda_2015-12-31T210000.wav,9.2164,0.0688,5,3,True,True,True,183.624
bermuda_2015-12-31T210500.wav,2.673,7.9589,1,3,False,True,True,169.618
bermuda_2015-12-31T213500.wav,7.2705,0.012,1,3,False,True,True,175.843
bermuda_2015-12-31T214000.wav,1.9138,0.0115,2,3,False,True,True,154.057
bermuda_2015-12-31T215500.wav,5.7629,4.1906,1,3,False,False,False,154.057
bermuda_2015-12-31T221000.wav,1.6038,5.9426,1,3,False,False,False,169.618
bermuda_2015-12-31T222500.wav,1.2296,0.0179,8,1,False,False,False,2323.944
bermuda_2015-12-31T223000.wav,0.1711,7.7263,3,1,True,False,False,258.318
bermuda_2015-12-31T223000.wav,2.1918,7.6301,1,3,True,False,False,115.154
bermuda_2015-12-31T234000.wav,4.3409,2.4058,1,2,False,False,False,163.394
bermuda_2016-01-01T013500.wav,0.2723,5.1238,3,2,False,False,False,116.71
bermuda_2016-01-01T101500.wav,3.2513,7.3952,1,2,False,True,True,138.496
bermuda_2016-01-01T113000.wav,0.2032,9.3409,3,2,False,False,False,172.731
bermuda_2016-01-01T203000.wav,2.9519,7.6624,1,2,False,True,True,122.934
bermuda_2016-01-01T203500.wav,0.2246,2.6706,3,2,False,False,False,171.175
bermuda_2016-01-01T204000.wav,4.2246,1.3258,1,3,False,False,False,147.833
bermuda_2016-01-01T205500.wav,3.5615,0.0293,2,3,False,True,True,152.501
bermuda_2016-01-01T211000.wav,4.5668,3.9414,1,3,False,False,False,144.72
bermuda_2016-01-01T225500.wav,0.1814,4.8814,3,2,False,False,False,150.945
bermuda_2016-01-01T225500.wav,3.5492,6.2326,1,2,False,False,False,189.848
bermuda_2016-01-02T003000.wav,0.171,8.7702,3,2,False,False,False,154.057
bermuda_2016-01-02T005500.wav,0.1663,1.1517,3,2,False,False,False,180.511
bermuda_2016-01-02T051500.wav,0.1209,3.8765,3,2,False,False,False,144.72
bermuda_2016-01-02T112000.wav,5.452,2.4985,1,3,False,False,False,144.72
bermuda_2016-01-02T124000.wav,4.2761,6.3452,1,3,False,True,True,163.394
bermuda_2016-01-02T145000.wav,0.1512,6.0844,3,3,False,False,False,118.266
bermuda_2016-01-02T151000.wav,3.7418,6.127,1,3,False,False,False,141.608
bermuda_2016-01-02T152500.wav,0.1209,3.6513,3,2,False,False,False,188.292
bermuda_2016-01-02T154500.wav,0.1436,1.0747,3,3,False,False,False,119.822
bermuda_2016-01-02T155500.wav,2.1317,1.183,1,3,False,False,False,164.95
bermuda_2016-01-02T161500.wav,10.6357,0.0086,6,3,True,True,True,175.843
bermuda_2016-01-02T162000.wav,1.9729,4.7456,1,3,False,False,False,152.501
bermuda_2016-01-02T162500.wav,1.9276,6.0054,1,3,False,False,False,171.175
bermuda_2016-01-02T165500.wav,1.5269,6.882,1,2,False,False,False,175.843
bermuda_2016-01-02T165500.wav,1.217,9.437,1,2,False,True,True,186.736
bermuda_2016-01-02T171000.wav,7.4231,3.2119,6,3,True,True,True,189.848
bermuda_2016-01-02T175500.wav,1.8444,0.9627,1,3,False,False,False,154.057
bermuda_2016-01-02T184000.wav,4.7131,0.0098,1,2,False,True,True,178.177
bermuda_2016-01-02T185500.wav,3.3257,0.7165,1,3,False,False,False,121.378
bermuda_2016-01-02T185500.wav,3.8497,5.2184,1,1,False,False,False,294.109
bermuda_2016-01-02T190000.wav,3.4112,3.8508,2,2,False,False,False,154.057
bermuda_2016-01-02T190500.wav,3.9031,6.8748,2,2,False,False,False,166.506
bermuda_2016-01-02T191000.wav,2.2243,8.3944,2,3,False,True,True,191.404
bermuda_2016-01-02T191500.wav,10.5973,0.0546,6,3,True,True,True,197.629
bermuda_2016-01-02T192000.wav,0.2566,1.9592,3,1,True,False,False,213.19
bermuda_2016-01-02T192000.wav,3.3792,0.0451,2,3,True,True,True,185.18
bermuda_2016-01-02T192000.wav,4.3095,3.5312,2,3,False,False,False,194.517
bermuda_2016-01-02T192500.wav,7.154,1.7251,2,2,False,False,False,152.501
bermuda_2016-01-02T193000.wav,4.2239,0.272,2,2,False,False,False,174.287
bermuda_2016-01-02T193500.wav,6.7262,0.0272,1,1,False,True,True,197.629
bermuda_2016-01-02T194000.wav,2.3312,7.995,1,1,False,False,False,308.114
bermuda_2016-01-02T194000.wav,4.2026,10.4545,1,2,False,False,False,122.934
bermuda_2016-01-02T195000.wav,4.7693,0.0413,1,1,True,True,True,189.848
bermuda_2016-01-02T195000.wav,6.4268,4.2332,2,3,True,True,True,174.287
bermuda_2016-01-02T195500.wav,4.2026,0.0532,1,3,False,True,True,172.731
bermuda_2016-01-02T200000.wav,10.6187,0.0009,6,3,True,True,True,174.287
bermuda_2016-01-02T200500.wav,10.5866,0.0418,6,2,True,True,True,175.843
bermuda_2016-01-02T201000.wav,11.0036,0.0322,6,2,True,True,True,194.517
bermuda_2016-01-02T201500.wav,10.5545,0.0729,6,3,True,True,True,194.517
bermuda_2016-01-02T202000.wav,10.5759,0.042,6,2,True,True,True,194.517
bermuda_2016-01-02T202500.wav,10.5759,0.0645,6,2,True,True,True,191.404
bermuda_2016-01-02T203000.wav,10.5759,0.0443,6,2,True,True,True,197.629
bermuda_2016-01-02T203500.wav,10.5866,0.0455,6,1,True,True,True,169.618
bermuda_2016-01-02T204000.wav,10.5759,0.0627,6,2,True,True,True,169.618
bermuda_2016-01-02T204500.wav,8.6938,1.9638,6,2,True,True,True,180.511
bermuda_2016-01-02T205000.wav,2.6413,0.0241,1,2,False,True,True,185.18
bermuda_2016-01-02T205000.wav,2.93,3.0932,1,3,False,False,False,160.282
bermuda_2016-01-02T205000.wav,2.7482,7.8839,1,2,False,True,True,188.292
bermuda_2016-01-02T205500.wav,4.4485,0.036,1,2,False,True,True,191.404
bermuda_2016-01-02T210000.wav,4.7372,2.1972,2,3,True,False,False,168.062
bermuda_2016-01-02T210000.wav,4.6196,5.9934,2,2,True,True,True,180.511
bermuda_2016-01-02T210000.wav,1.5399,10.6344,1,2,True,True,True,119.822
bermuda_2016-01-02T210000.wav,8.4586,10.6344,1,3,True,True,True,169.618
bermuda_2016-01-02T211000.wav,5.8707,0.1891,2,2,False,False,False,150.945
bermuda_2016-01-02T211500.wav,5.0367,5.6119,1,1,False,True,True,306.558
bermuda_2016-01-02T212000.wav,5.1222,1.0897,1,3,False,False,False,183.624
bermuda_2016-01-02T212000.wav,3.1011,6.5327,1,3,False,False,False,197.629
bermuda_2016-01-02T212000.wav,0.7165,9.9119,1,3,False,True,True,147.833
bermuda_2016-01-02T214000.wav,3.1225,0.0143,1,3,False,True,True,186.736
bermuda_2016-01-02T222500.wav,0.1604,1.308,3,3,False,False,False,147.833
bermuda_2016-01-02T235000.wav,0.1925,6.6584,3,3,False,False,False,141.608
bermuda_2016-01-03T035000.wav,0.1361,10.2445,3,2,False,False,False,166.506
bermuda_2016-01-03T044000.wav,1.1645,0.7091,8,1,False,False,False,306.558
bermuda_2016-01-03T044500.wav,2.0718,1.2203,8,1,False,False,False,306.558
bermuda_2016-01-03T045000.wav,0.1711,1.7553,3,2,False,False,False,149.389
bermuda_2016-01-03T045500.wav,1.1335,0.0348,8,1,False,False,False,3649.348
bermuda_2016-01-03T045500.wav,0.6095,3.9165,8,1,False,False,False,1767.767
bermuda_2016-01-03T045500.wav,1.1014,5.9162,8,1,False,False,False,3398.594
bermuda_2016-01-03T050500.wav,0.417,0.4577,8,1,False,False,False,3099.817
bermuda_2016-01-03T062500.wav,6.245,0.3538,8,1,False,True,True,1755.318
bermuda_2016-01-03T102000.wav,0.2268,9.71,3,1,False,False,False,197.629
bermuda_2016-01-03T110500.wav,0.1283,4.7701,3,3,False,False,False,133.827
bermuda_2016-01-03T114000.wav,2.7803,10.649,1,3,False,True,True,183.624
bermuda_2016-01-03T123000.wav,0.1604,3.7204,3,2,False,False,False,161.838
bermuda_2016-01-03T144500.wav,0.1176,9.4513,3,3,False,False,False,166.506
bermuda_2016-01-03T145500.wav,0.1283,7.6036,3,3,False,False,False,132.271
bermuda_2016-01-03T150000.wav,0.1069,3.7337,3,3,False,False,False,141.608
bermuda_2016-01-03T150000.wav,0.1176,2.3542,3,3,False,False,False,158.726
bermuda_2016-01-03T152000.wav,0.1283,1.9311,3,3,False,False,False,144.72
bermuda_2016-01-03T154000.wav,3.4326,3.7216,2,1,False,False,False,322.12
bermuda_2016-01-27T021000.wav,5.2023,0.0718,7,3,False,False,False,195.9
bermuda_2016-01-27T022000.wav,10.5721,0.0416,7,3,False,True,True,195.9
bermuda_2016-01-27T022500.wav,4.1858,0.0294,7,3,False,True,True,191.4
bermuda_2016-01-27T022500.wav,0.1196,4.5979,7,3,False,False,False,200.5
bermuda_2016-01-27T023000.wav,6.4102,1.4107,7,3,False,False,False,226.7
bermuda_2016-01-27T023500.wav,7.5344,0.0949,7,3,False,False,False,209.6
bermuda_2016-01-27T023000.wav,1.37,1.2422,8,2,False,False,False,472.0
bermuda_2016-01-27T024000.wav,6.6976,0.1828,7,3,False,False,False,212.6
bermuda_2016-01-27T024500.wav,6.6807,1.2699,7,3,False,False,False,240.0
bermuda_2016-01-27T025000.wav,8.2875,0.8528,7,3,False,False,False,236.8
bermuda_2016-01-27T025500.wav,6.0887,2.9712,7,3,False,False,False,219.1
bermuda_2016-01-27T030000.wav,5.1247,0.4224,7,3,False,False,False,211.0
bermuda_2016-01-27T032000.wav,5.9365,0.5784,7,3,False,False,False,243.2
bermuda_2016-01-27T032500.wav,3.2473,6.3667,7,3,False,False,False,204.6
bermuda_2016-01-27T034500.wav,6.1564,0.84,7,3,False,False,False,214.2
bermuda_2016-01-27T035500.wav,6.3594,1.9663,7,3,False,False,False,232.0
bermuda_2016-01-27T040500.wav,6.4439,1.046,7,3,False,False,False,230.3
bermuda_2016-01-27T041500.wav,4.6511,5.9437,7,3,False,True,True,223.9
bermuda_2016-01-27T042000.wav,4.668,1.3483,7,3,False,False,False,232.0
bermuda_2016-01-27T043000.wav,4.4313,4.3691,7,3,False,False,False,198.1
bermuda_2016-01-27T044000.wav,4.9894,4.7679,7,3,False,False,False,203.0
bermuda_2016-01-27T044500.wav,6.3086,0.5115,7,3,False,False,False,207.8
bermuda_2016-01-27T045500.wav,4.7695,3.1761,7,3,False,False,False,212.6
bermuda_2016-01-27T050500.wav,4.7019,4.1841,7,3,False,False,False,244.8
bermuda_2016-01-27T051000.wav,4.4989,0.824,7,3,False,False,False,244.8
bermuda_2016-01-27T052000.wav,5.2769,0.2097,7,3,False,False,False,175.6
bermuda_2016-01-27T052500.wav,5.8858,0.6527,7,3,False,False,False,198.1
bermuda_2016-01-27T053000.wav,5.5637,5.0211,7,3,False,True,True,149.8
bermuda_2016-01-27T053500.wav,5.9365,2.3199,7,3,False,False,False,167.5
bermuda_2016-01-27T061500.wav,4.8033,5.6246,7,3,False,False,False,198.1
bermuda_2016-01-27T063000.wav,6.0887,4.4724,7,3,False,False,False,198.1
bermuda_2016-01-27T064000.wav,5.5644,0.0694,7,3,False,True,True,240.0
bermuda_2016-01-27T065500.wav,5.8858,1.1995,7,3,False,False,False,194.9
bermuda_2016-01-27T070000.wav,7.4756,0.7485,7,3,False,False,False,212.6
bermuda_2016-01-27T070500.wav,6.0211,0.7542,7,3,False,False,False,175.6
bermuda_2016-01-27T071000.wav,5.5813,2.1447,7,3,False,False,False,209.4
bermuda_2016-01-27T071500.wav,4.9894,5.2109,7,3,False,False,False,236.8
bermuda_2016-01-27T072000.wav,5.463,0.3456,7,3,False,False,False,241.6
bermuda_2016-01-27T072500.wav,4.7695,0.7065,7,3,False,False,False,222.3
bermuda_2016-01-27T073000.wav,4.871,0.2201,7,3,False,False,False,206.2
bermuda_2016-01-27T074000.wav,5.3953,0.6022,7,3,False,False,False,228.7
bermuda_2016-01-27T074500.wav,6.2917,1.842,7,3,False,False,False,206.2
bermuda_2016-01-27T080000.wav,3.704,0.3008,7,3,False,False,False,193.3
bermuda_2016-01-27T080000.wav,4.3805,6.2035,7,3,False,True,True,167.5
bermuda_2016-01-27T085500.wav,7.2557,1.3709,7,3,False,False,False,225.5
bermuda_2016-01-27T090000.wav,6.7991,0.7672,7,3,False,False,False,232.0
bermuda_2016-01-27T092000.wav,3.2135,0.1445,7,3,False,False,False,190.1
bermuda_2016-01-27T093000.wav,5.4122,3.8247,7,3,False,False,False,186.9
bermuda_2016-01-27T101500.wav,6.3086,0.6225,7,3,False,False,False,204.6
bermuda_2016-01-27T102500.wav,4.9048,0.244,7,3,False,False,False,193.3
bermuda_2016-01-27T103000.wav,6.9175,3.479,7,3,False,False,False,186.9
bermuda_2016-01-27T105000.wav,2.8583,5.9514,7,3,False,False,False,177.2
bermuda_2016-01-27T110500.wav,5.2938,0.5544,7,3,False,False,False,214.2
bermuda_2016-01-27T111000.wav,5.6659,0.39,7,3,False,False,False,199.7
bermuda_2016-01-27T112000.wav,7.408,1.4487,7,3,False,False,False,215.9
bermuda_2016-01-27T112500.wav,6.9851,3.3311,7,3,False,False,False,198.1
bermuda_2016-01-27T113000.wav,3.5856,4.3001,7,3,False,False,False,191.7
bermuda_2016-01-27T114500.wav,4.2452,5.2453,7,3,False,False,False,185.2
bermuda_2016-01-27T121000.wav,5.4122,3.2585,7,3,False,False,False,156.2
bermuda_2016-01-27T121500.wav,3.1966,4.4469,7,3,False,False,False,165.9
bermuda_2016-01-27T122500.wav,10.3509,0.1951,7,3,False,False,False,201.4
bermuda_2016-01-27T123000.wav,6.9344,1.2828,7,3,False,False,False,199.7
bermuda_2016-01-27T124500.wav,5.3446,0.3167,7,3,False,False,False,270.6
bermuda_2016-01-27T125000.wav,4.1606,1.2181,7,3,False,False,False,259.3
bermuda_2016-01-27T130000.wav,4.8879,0.2808,7,3,False,False,False,206.2
bermuda_2016-01-27T131000.wav,5.0232,4.282,7,3,False,False,False,223.9
bermuda_2016-01-27T132000.wav,4.9556,0.6308,7,3,False,False,False,238.4
bermuda_2016-01-27T132500.wav,5.1416,0.4922,7,3,False,False,False,215.9
bermuda_2016-01-27T133000.wav,4.0084,0.6155,7,3,False,False,False,219.1
bermuda_2016-01-27T133500.wav,7.4418,0.2654,7,3,False,False,False,214.2
bermuda_2016-01-27T134000.wav,4.9217,4.3631,7,3,False,False,False,174.0
bermuda_2016-01-27T134500.wav,4.2959,0.3265,7,3,False,False,False,185.2
bermuda_2016-01-27T134500.wav,3.2812,7.1926,7,3,False,False,False,175.6
bermuda_2016-01-27T135000.wav,4.6511,0.2132,7,3,False,False,False,178.8
bermuda_2016-01-27T135000.wav,5.0401,5.8953,7,3,False,False,False,169.1
bermuda_2016-01-27T135500.wav,5.9873,0.2646,7,3,False,False,False,174.0
bermuda_2016-01-27T140000.wav,2.6554,0.2701,7,3,False,False,False,190.1
bermuda_2016-01-27T140500.wav,6.1564,4.2996,7,3,False,False,False,206.2
bermuda_2016-01-27T141000.wav,7.8139,2.6981,7,3,False,False,False,199.7
bermuda_2016-01-27T141500.wav,4.9556,5.5785,7,3,False,False,False,174.0
bermuda_2016-01-27T142000.wav,6.6638,0.3402,7,3,False,False,False,174.0
bermuda_2016-01-27T142500.wav,4.4989,0.2947,7,3,False,False,False,193.3
bermuda_2016-01-27T144000.wav,5.1585,0.4623,7,3,False,False,False,193.3
bermuda_2016-01-27T144000.wav,4.5666,5.9421,7,3,False,False,False,190.1
bermuda_2016-01-27T144500.wav,3.9915,0.1965,7,3,False,False,False,183.6
bermuda_2016-01-27T144500.wav,3.8562,6.7757,7,3,False,False,False,178.8
bermuda_2016-01-27T150500.wav,5.2431,0.1831,7,3,False,False,False,199.7
bermuda_2016-01-27T150500.wav,4.9048,5.6122,7,3,False,False,False,193.3
bermuda_2016-01-27T151000.wav,10.5707,0.0526,7,3,False,True,True,186.9
bermuda_2016-01-27T151500.wav,5.7674,0.1757,7,3,False,False,False,177.2
bermuda_2016-01-27T151500.wav,4.3805,6.1461,7,3,False,False,False,167.5
bermuda_2016-01-27T155000.wav,4.7019,0.1267,7,3,False,False,False,198.1
bermuda_2016-01-27T160000.wav,5.2938,2.9442,7,3,False,False,False,194.9
bermuda_2016-01-27T160500.wav,4.5666,5.9763,7,3,False,False,False,201.4
bermuda_2016-01-27T161000.wav,6.1395,0.1808,7,3,False,False,False,194.9
bermuda_2016-01-27T161000.wav,4.0422,6.5224,7,3,False,False,False,186.9
bermuda_2016-01-27T161500.wav,3.3488,7.2718,7,3,False,True,True,198.1
bermuda_2016-01-27T162000.wav,4.0084,1.1374,7,3,False,False,False,223.9
bermuda_2016-01-27T165500.wav,6.8498,0.7158,7,3,False,False,False,191.7
bermuda_2016-01-27T170500.wav,10.5707,0.0498,7,3,False,True,True,203.0
bermuda_2016-01-27T171000.wav,7.2557,0.0378,7,3,False,True,True,193.3
bermuda_2016-01-27T171500.wav,10.4185,0.1273,7,3,False,True,True,214.2
bermuda_2016-01-27T172000.wav,5.446,0.0477,7,3,False,True,True,204.6
bermuda_2016-01-27T172500.wav,6.6469,3.9425,7,3,False,True,True,230.3
bermuda_2016-01-27T173500.wav,10.52,0.08,7,3,False,True,True,235.2
bermuda_2016-01-27T174000.wav,6.5623,0.1016,7,3,False,True,True,227.1
bermuda_2016-01-27T174500.wav,3.6702,1.4766,7,3,False,False,False,217.5
bermuda_2016-01-27T175000.wav,6.0718,4.2721,7,3,False,False,False,212.6
bermuda_2016-01-27T175500.wav,8.8625,0.3872,7,3,False,False,False,215.9
bermuda_2016-01-27T180500.wav,10.4523,0.076,7,3,False,True,True,225.5
bermuda_2016-01-27T181000.wav,10.4862,0.081,7,3,False,True,True,220.7
bermuda_2016-01-27T181500.wav,6.4947,0.0521,7,3,False,True,True,217.5
bermuda_2016-01-27T182000.wav,5.2262,5.3338,7,3,False,True,True,198.1
bermuda_2016-01-27T182500.wav,5.1078,0.1469,7,3,False,True,True,198.1
bermuda_2016-01-27T183000.wav,10.52,0.0503,7,3,False,True,True,238.4
bermuda_2016-01-27T183500.wav,5.463,0.0557,7,3,False,True,True,232.0
bermuda_2016-01-27T184000.wav,8.575,2.0053,7,3,False,True,True,236.8
bermuda_2016-01-27T184500.wav,5.0232,1.6721,7,3,False,False,False,244.8
bermuda_2016-01-27T185000.wav,10.5707,0.0198,7,3,False,True,True,248.1
bermuda_2016-01-27T185500.wav,10.4523,0.0927,7,3,False,True,True,244.8
bermuda_2016-01-27T190000.wav,10.4523,0.1653,7,3,False,True,True,236.8
bermuda_2016-01-27T190500.wav,3.0275,3.2989,7,3,False,False,False,225.5
bermuda_2016-01-27T192500.wav,6.8329,3.4547,7,3,False,False,False,249.7
bermuda_2016-01-27T193500.wav,3.5518,0.0651,7,3,False,True,True,228.7
bermuda_2016-01-27T194000.wav,4.8372,0.0698,7,3,False,True,True,251.3
bermuda_2016-01-27T195000.wav,10.3665,0.1784,7,3,False,True,True,240.5
bermuda_2016-01-27T200500.wav,10.4766,0.0669,7,3,False,True,True,236.0
bermuda_2016-01-27T201000.wav,10.4766,0.0572,7,3,False,True,True,227.0
bermuda_2016-01-27T201500.wav,4.4046,0.0739,7,3,False,True,True,224.0
bermuda_2016-01-27T201500.wav,5.899,4.7145,7,3,False,True,True,217.9
bermuda_2016-01-27T202000.wav,6.8271,0.1755,7,3,False,True,True,214.9
bermuda_2016-01-27T202500.wav,10.5395,0.038,7,3,False,True,True,222.5
bermuda_2016-01-27T203000.wav,10.5081,0.0745,7,3,False,True,True,216.4
bermuda_2016-01-27T210000.wav,7.5507,0.0254,7,3,False,True,True,198.4
bermuda_2016-01-27T210500.wav,3.3349,2.9417,7,3,False,False,False,224.0
bermuda_2016-01-27T211500.wav,8.8878,0.1173,7,3,False,True,True,222.5
bermuda_2016-01-27T212000.wav,3.2405,7.3626,7,3,False,True,True,201.4
bermuda_2016-01-27T212500.wav,5.663,0.4254,7,3,False,False,False,214.9
bermuda_2016-01-27T212500.wav,3.7439,6.8328,7,3,False,True,True,213.4
bermuda_2016-01-27T213000.wav,7.9912,0.0686,7,3,False,True,True,210.4
bermuda_2016-01-27T213500.wav,4.09,4.2739,7,3,False,False,False,192.4
bermuda_2016-01-27T214500.wav,3.3349,0.0495,7,3,False,True,True,204.4
bermuda_2016-01-27T221500.wav,5.8046,0.0956,7,3,False,True,True,192.4
bermuda_2016-01-27T222500.wav,6.3552,0.0557,7,3,False,True,True,186.4
bermuda_2016-01-27T224000.wav,6.1979,0.073,7,3,False,True,True,233.0
bermuda_2016-01-27T224000.wav,3.1461,7.4242,7,3,False,True,True,228.5
bermuda_2016-01-27T224500.wav,10.4609,0.1409,7,3,False,True,True,227.0
bermuda_2016-01-27T225000.wav,5.6788,0.1095,7,3,False,True,True,222.5
bermuda_2016-01-27T225500.wav,10.1934,0.1095,7,3,False,True,True,234.5
bermuda_2016-01-27T073000.wav,5.2776,5.3077,7,3,False,True,True,201.4
bermuda_2016-01-27T072000.wav,3.8225,6.1313,7,3,False,False,False,236.0
bermuda_2016-01-27T230000.wav,5.7464,3.0975,7.0,3,False,False,False,185.661
bermuda_2016-01-27T230500.wav,10.5683,0.05,7.0,3,False,True,True,184.522
bermuda_2016-01-27T231000.wav,10.5324,0.076,7.0,3,False,True,True,214.137
bermuda_2016-01-27T231500.wav,4.572,6.0205,7.0,3,False,True,True,206.164
bermuda_2016-01-27T232000.wav,7.6839,0.7864,7.0,3,False,False,False,197.051
bermuda_2016-01-27T232500.wav,4.6318,5.9645,7.0,3,False,True,True,199.329
bermuda_2016-01-27T233000.wav,10.5204,0.1023,7.0,3,False,True,True,191.356
bermuda_2016-01-27T233500.wav,10.5563,0.0449,7.0,3,False,True,True,186.8
bermuda_2016-01-27T234000.wav,10.4725,0.1003,7.0,3,False,True,True,186.8
bermuda_2016-01-27T234500.wav,5.2901,0.0424,7.0,3,False,True,True,185.661
bermuda_2016-01-27T234500.wav,4.3326,6.2722,7.0,3,False,True,True,177.688
bermuda_2016-01-27T235000.wav,10.5563,0.0506,7.0,3,False,True,True,171.993
bermuda_2016-01-27T235500.wav,10.4845,0.1063,7.0,3,False,True,True,186.8
bermuda_2016-01-28T000000.wav,3.9736,2.0354,7.0,3,False,False,False,174.271
bermuda_2016-01-28T000000.wav,3.3751,7.2296,7.0,3,False,True,True,170.854
bermuda_2016-01-28T000500.wav,10.4725,0.1107,7.0,3,False,True,True,165.159
bermuda_2016-01-28T001000.wav,10.4965,0.1007,7.0,3,False,True,True,159.464
bermuda_2016-01-28T001500.wav,1.8671,0.1087,7.0,3,False,True,True,158.324
bermuda_2016-01-28T001500.wav,3.2914,2.5982,7.0,3,False,False,False,136.683
bermuda_2016-01-28T001500.wav,3.7222,6.8829,7.0,3,False,True,True,132.127
bermuda_2016-01-28T002000.wav,10.4725,0.0986,7.0,3,False,True,True,168.576
bermuda_2016-01-28T003500.wav,7.9232,0.0634,7.0,3,False,True,True,182.244
bermuda_2016-01-28T003500.wav,2.3818,8.214,7.0,3,False,True,True,177.688
bermuda_2016-01-28T004000.wav,10.4606,0.1137,7.0,3,False,True,True,182.244
bermuda_2016-01-28T004500.wav,10.2332,0.0551,7.0,3,False,True,True,177.688
bermuda_2016-01-28T005000.wav,7.9113,0.2187,7.0,3,False,False,False,174.271
bermuda_2016-01-28T005500.wav,3.9855,0.0532,7.0,3,False,True,True,174.271
bermuda_2016-01-28T010000.wav,10.5444,0.0493,7.0,3,False,True,True,168.576
bermuda_2016-01-28T010500.wav,4.9311,0.1291,7.0,3,False,True,True,168.576
bermuda_2016-01-28T010500.wav,5.3141,5.2517,7.0,3,False,True,True,167.437
bermuda_2016-01-28T011000.wav,10.4725,0.1133,7.0,3,False,True,True,164.02
bermuda_2016-01-28T011500.wav,10.4725,0.1153,7.0,3,False,True,True,162.881
bermuda_2016-01-28T012000.wav,10.4845,0.1174,7.0,3,False,True,True,156.046
bermuda_2016-01-28T012500.wav,2.5373,0.0839,7.0,3,False,True,True,168.576
bermuda_2016-01-28T012500.wav,7.6839,2.8965,7.0,3,False,True,True,165.159
bermuda_2016-01-28T013000.wav,10.5204,0.0736,7.0,3,False,True,True,121.876
bermuda_2016-01-28T013500.wav,10.4606,0.088,7.0,3,False,True,True,195.912
bermuda_2016-01-28T014000.wav,7.3008,3.2849,7.0,3,False,True,True,170.854
bermuda_2016-01-28T014500.wav,8.8568,1.7136,7.0,3,False,True,True,169.715
bermuda_2016-01-28T015000.wav,10.4725,0.1002,7.0,3,False,True,True,182.244
bermuda_2016-01-28T015500.wav,10.4845,0.0788,7.0,3,False,True,True,177.688
bermuda_2016-01-28T020000.wav,10.5084,0.0812,7.0,3,False,True,True,173.132
bermuda_2016-01-28T020500.wav,10.4965,0.0837,7.0,3,False,True,True,170.854
bermuda_2016-01-28T021000.wav,2.9203,0.0861,7.0,3,False,True,True,171.993
bermuda_2016-01-28T021000.wav,5.1226,3.6445,7.0,3,False,False,False,186.8
bermuda_2016-01-28T021500.wav,3.0879,7.5008,7.0,3,False,True,True,169.715
bermuda_2016-01-28T022000.wav,5.9245,2.3568,7.0,3,False,False,False,169.715
bermuda_2016-01-28T022500.wav,9.6347,1.3589,7.0,3,False,True,True,167.437
bermuda_2016-01-28T023000.wav,7.4445,0.1139,7.0,3,False,True,True,166.298
bermuda_2016-01-28T024000.wav,3.9975,4.1762,7.0,3,False,False,False,186.8
bermuda_2016-01-28T024500.wav,10.4845,0.0854,7.0,3,False,True,True,197.051
bermuda_2016-01-28T030500.wav,6.9298,0.3944,7.0,3,False,False,False,149.212
bermuda_2016-01-28T031000.wav,3.1118,0.0737,7.0,3,False,True,True,174.271
bermuda_2016-01-28T031000.wav,4.0813,6.4889,7.0,3,False,True,True,154.907
bermuda_2016-01-28T032500.wav,7.4564,3.1331,7.0,3,False,True,True,177.688
bermuda_2016-01-28T034000.wav,3.1597,1.3931,7.0,3,False,False,False,186.8
bermuda_2016-01-28T041500.wav,6.7144,0.2373,7.0,3,False,True,True,191.356
bermuda_2016-01-28T042500.wav,2.5613,6.6813,7.0,3,False,False,False,195.912
bermuda_2016-01-28T044000.wav,9.7903,0.7762,7.0,3,False,True,True,195.912
bermuda_2016-01-28T044500.wav,4.4523,0.0965,7.0,3,False,True,True,191.356
bermuda_2016-01-28T044500.wav,2.2501,8.3309,7.0,3,False,True,True,191.356
bermuda_2016-01-28T050000.wav,3.8778,0.044,7.0,3,False,True,True,159.464
bermuda_2016-01-28T050000.wav,2.4775,4.0774,7.0,3,False,False,False,156.046
bermuda_2016-01-28T050000.wav,3.8898,6.6986,7.0,3,False,True,True,150.351
bermuda_2016-01-28T050500.wav,10.4965,0.0944,7.0,3,False,True,True,150.351
bermuda_2016-01-28T051500.wav,4.0454,0.0514,7.0,3,False,True,True,208.442
bermuda_2016-01-28T051500.wav,6.2596,4.2165,7.0,3,False,False,False,208.442
