Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	File Offset (s)	call variant	level	call cutoff @ end	calls overlap	Notes
169	Spectrogram 1	1	29.615	197.051	1891.DSG_RAWD_HMS_15_40_ 0__DMY_ 2_ 2_16.wav	2.3582	0.0550	7	3	1	2	
170	Spectrogram 1	1	39.866	234.639	1891.DSG_RAWD_HMS_15_40_ 0__DMY_ 2_ 2_16.wav	2.6574	7.8597	7	3	1	2	
171	Spectrogram 1	1	36.449	227.805	1892.DSG_RAWD_HMS_15_45_ 0__DMY_ 2_ 2_16.wav	5.2191	0.1549	7	3	1	2	
172	Spectrogram 1	1	37.588	219.832	1892.DSG_RAWD_HMS_15_45_ 0__DMY_ 2_ 2_16.wav	3.6031	5.5894	7	3	2	2	
173	Spectrogram 1	1	34.171	206.164	1893.DSG_RAWD_HMS_15_50_ 0__DMY_ 2_ 2_16.wav	3.5672	1.0328	7	3	2	2	
174	Spectrogram 1	1	36.449	195.912	1893.DSG_RAWD_HMS_15_50_ 0__DMY_ 2_ 2_16.wav	3.3038	7.2574	7	3	1	2	
175	Spectrogram 1	1	36.449	200.468	1894.DSG_RAWD_HMS_15_55_ 0__DMY_ 2_ 2_16.wav	6.7872	3.8260	7	3	1	2	
176	Spectrogram 1	1	38.727	211.859	1895.DSG_RAWD_HMS_16_ 0_ 0__DMY_ 2_ 2_16.wav	5.1473	4.7997	7	3	2	2	
177	Spectrogram 1	1	37.588	220.971	1897.DSG_RAWD_HMS_16_10_ 0__DMY_ 2_ 2_16.wav	4.1059	0.0650	7	3	1	2	
178	Spectrogram 1	1	41.005	215.276	1897.DSG_RAWD_HMS_16_10_ 0__DMY_ 2_ 2_16.wav	2.0350	4.7095	7	3	2	2	
179	Spectrogram 1	1	41.005	214.137	1897.DSG_RAWD_HMS_16_10_ 0__DMY_ 2_ 2_16.wav	3.6630	6.9121	7	3	1	2	
180	Spectrogram 1	1	29.615	218.693	1898.DSG_RAWD_HMS_16_15_ 0__DMY_ 2_ 2_16.wav	6.9907	0.0930	7	3	1	2	
181	Spectrogram 1	1	28.476	217.554	1898.DSG_RAWD_HMS_16_15_ 0__DMY_ 2_ 2_16.wav	3.3158	7.2274	7	3	1	2	
182	Spectrogram 1	1	33.032	215.276	1899.DSG_RAWD_HMS_16_20_ 0__DMY_ 2_ 2_16.wav	3.7108	0.1211	7	3	1	2	
183	Spectrogram 1	1	31.893	214.137	1899.DSG_RAWD_HMS_16_20_ 0__DMY_ 2_ 2_16.wav	3.6989	3.9756	7	3	2	2	
184	Spectrogram 1	1	30.754	209.581	1899.DSG_RAWD_HMS_16_20_ 0__DMY_ 2_ 2_16.wav	2.7053	7.8779	7	3	1	2	
185	Spectrogram 1	1	31.893	205.025	1900.DSG_RAWD_HMS_16_25_ 0__DMY_ 2_ 2_16.wav	2.1547	0.7596	7	3	2	2	
186	Spectrogram 1	1	34.171	202.746	1900.DSG_RAWD_HMS_16_25_ 0__DMY_ 2_ 2_16.wav	6.0451	3.1298	7	3	2	2	
187	Spectrogram 1	1	31.893	202.746	1901.DSG_RAWD_HMS_16_30_ 0__DMY_ 2_ 2_16.wav	10.4861	0.0814	7	3	1	2	
188	Spectrogram 1	1	28.476	205.025	1902.DSG_RAWD_HMS_16_35_ 0__DMY_ 2_ 2_16.wav	10.0552	0.5404	7	3	1	2	
189	Spectrogram 1	1	34.171	202.746	1903.DSG_RAWD_HMS_16_40_ 0__DMY_ 2_ 2_16.wav	2.4300	0.0776	7	3	1	2	
190	Spectrogram 1	1	33.032	201.607	1903.DSG_RAWD_HMS_16_40_ 0__DMY_ 2_ 2_16.wav	2.9926	2.7231	7	3	2	2	
191	Spectrogram 1	1	37.588	198.190	1903.DSG_RAWD_HMS_16_40_ 0__DMY_ 2_ 2_16.wav	4.3932	5.9671	7	3	2	2	
192	Spectrogram 1	1	37.588	195.912	1904.DSG_RAWD_HMS_16_45_ 0__DMY_ 2_ 2_16.wav	10.3784	0.1296	7	3	1	2	
193	Spectrogram 1	1	31.893	199.329	1905.DSG_RAWD_HMS_16_50_ 0__DMY_ 2_ 2_16.wav	2.5258	2.0729	7	3	2	2	
194	Spectrogram 1	1	34.171	194.773	1905.DSG_RAWD_HMS_16_50_ 0__DMY_ 2_ 2_16.wav	2.9328	5.1134	7	3	2	2	
195	Spectrogram 1	1	29.615	194.773	1905.DSG_RAWD_HMS_16_50_ 0__DMY_ 2_ 2_16.wav	2.3582	8.2138	7	3	1	2	
196	Spectrogram 1	1	36.449	192.495	1906.DSG_RAWD_HMS_16_55_ 0__DMY_ 2_ 2_16.wav	10.5220	0.0779	7	3	1	2	
197	Spectrogram 1	1	33.032	189.078	1907.DSG_RAWD_HMS_17_ 0_ 0__DMY_ 2_ 2_16.wav	9.8756	0.7045	7	3	1	2	
198	Spectrogram 1	1	35.310	186.800	1908.DSG_RAWD_HMS_17_ 5_ 0__DMY_ 2_ 2_16.wav	4.6685	0.0981	7	3	1	2	
199	Spectrogram 1	1	28.476	193.634	1909.DSG_RAWD_HMS_17_10_ 0__DMY_ 2_ 2_16.wav	9.4806	1.0957	7	3	1	2	
200	Spectrogram 1	1	36.449	191.356	1910.DSG_RAWD_HMS_17_15_ 0__DMY_ 2_ 2_16.wav	1.1731	0.0943	7	3	1	2	
201	Spectrogram 1	1	31.893	182.244	1910.DSG_RAWD_HMS_17_15_ 0__DMY_ 2_ 2_16.wav	4.2974	3.2665	7	3	1	2	
202	Spectrogram 1	1	34.171	186.800	1910.DSG_RAWD_HMS_17_15_ 0__DMY_ 2_ 2_16.wav	2.7891	7.7434	7	3	1	2	
203	Spectrogram 1	1	31.893	184.522	1911.DSG_RAWD_HMS_17_20_ 0__DMY_ 2_ 2_16.wav	1.3646	0.0625	7	3	1	2	
204	Spectrogram 1	1	36.449	181.105	1911.DSG_RAWD_HMS_17_20_ 0__DMY_ 2_ 2_16.wav	6.6795	1.6187	7	3	2	2	
205	Spectrogram 1	1	33.032	177.688	1911.DSG_RAWD_HMS_17_20_ 0__DMY_ 2_ 2_16.wav	2.0829	8.4777	7	3	1	2	
206	Spectrogram 1	1	31.893	183.383	1912.DSG_RAWD_HMS_17_25_ 0__DMY_ 2_ 2_16.wav	7.6012	3.0113	7	3	1	2	
207	Spectrogram 1	1	33.032	199.329	1913.DSG_RAWD_HMS_17_30_ 0__DMY_ 2_ 2_16.wav	10.5579	0.0348	7	3	1	2	
208	Spectrogram 1	1	37.588	181.105	1915.DSG_RAWD_HMS_17_40_ 0__DMY_ 2_ 2_16.wav	2.0230	0.0669	7	3	1	2	
209	Spectrogram 1	1	30.754	181.105	1915.DSG_RAWD_HMS_17_40_ 0__DMY_ 2_ 2_16.wav	4.6445	2.7363	7	3	2	2	
210	Spectrogram 1	1	28.476	179.966	1915.DSG_RAWD_HMS_17_40_ 0__DMY_ 2_ 2_16.wav	3.0525	7.5245	7	3	1	2	
211	Spectrogram 1	1	37.588	175.410	1916.DSG_RAWD_HMS_17_45_ 0__DMY_ 2_ 2_16.wav	10.4382	0.1189	7	3	1	2	
212	Spectrogram 1	1	36.449	175.410	1917.DSG_RAWD_HMS_17_50_ 0__DMY_ 2_ 2_16.wav	10.4861	0.0871	7	3	1	2	
213	Spectrogram 1	1	36.449	195.912	1918.DSG_RAWD_HMS_17_55_ 0__DMY_ 2_ 2_16.wav	2.1188	0.0553	7	3	1	2	
214	Spectrogram 1	1	33.032	193.634	1918.DSG_RAWD_HMS_17_55_ 0__DMY_ 2_ 2_16.wav	2.2864	2.7008	7	3	2	2	
215	Spectrogram 1	1	41.005	191.356	1918.DSG_RAWD_HMS_17_55_ 0__DMY_ 2_ 2_16.wav	3.5193	5.4659	7	3	2	2	
216	Spectrogram 1	1	33.032	190.217	1919.DSG_RAWD_HMS_18_ 0_ 0__DMY_ 2_ 2_16.wav	10.4502	0.1192	7	3	1	2	
217	Spectrogram 1	1	30.754	182.244	1920.DSG_RAWD_HMS_18_ 5_ 0__DMY_ 2_ 2_16.wav	10.4981	0.0754	7	3	1	2	
218	Spectrogram 1	1	34.171	178.827	1921.DSG_RAWD_HMS_18_10_ 0__DMY_ 2_ 2_16.wav	3.0166	0.0915	7	3	1	2	
219	Spectrogram 1	1	33.032	176.549	1921.DSG_RAWD_HMS_18_10_ 0__DMY_ 2_ 2_16.wav	4.4291	3.2757	7	3	2	2	
220	Spectrogram 1	1	33.032	176.549	1921.DSG_RAWD_HMS_18_10_ 0__DMY_ 2_ 2_16.wav	2.6694	7.9082	7	3	1	2	
221	Spectrogram 1	1	33.032	173.132	1922.DSG_RAWD_HMS_18_15_ 0__DMY_ 2_ 2_16.wav	7.2302	0.1555	7	3	1	2	
222	Spectrogram 1	1	37.588	191.356	1922.DSG_RAWD_HMS_18_15_ 0__DMY_ 2_ 2_16.wav	2.1547	8.4151	7	3	1	2	
223	Spectrogram 1	1	33.032	195.912	1923.DSG_RAWD_HMS_18_20_ 0__DMY_ 2_ 2_16.wav	10.4502	0.0877	7	3	1	2	
224	Spectrogram 1	1	37.588	202.746	1924.DSG_RAWD_HMS_18_25_ 0__DMY_ 2_ 2_16.wav	10.5220	0.0440	7	3	1	2	
225	Spectrogram 1	1	36.449	200.468	1925.DSG_RAWD_HMS_18_30_ 0__DMY_ 2_ 2_16.wav	2.0709	0.0840	7	3	1	2	
226	Spectrogram 1	1	33.032	191.356	1925.DSG_RAWD_HMS_18_30_ 0__DMY_ 2_ 2_16.wav	5.1473	3.6033	7	3	2	2	
227	Spectrogram 1	1	42.144	187.939	1926.DSG_RAWD_HMS_18_35_ 0__DMY_ 2_ 2_16.wav	10.4741	0.0641	7	3	1	2	
228	Spectrogram 1	1	39.866	184.522	1927.DSG_RAWD_HMS_18_40_ 0__DMY_ 2_ 2_16.wav	1.9033	0.1281	7	3	1	2	
229	Spectrogram 1	1	33.032	182.244	1927.DSG_RAWD_HMS_18_40_ 0__DMY_ 2_ 2_16.wav	8.2716	2.2708	7	3	1	2	
230	Spectrogram 1	1	31.893	181.105	1928.DSG_RAWD_HMS_18_45_ 0__DMY_ 2_ 2_16.wav	10.5101	0.0963	7	3	1	2	
231	Spectrogram 1	1	41.005	176.549	1929.DSG_RAWD_HMS_18_50_ 0__DMY_ 2_ 2_16.wav	2.3582	0.1004	7	3	1	2	
232	Spectrogram 1	1	39.866	167.437	1929.DSG_RAWD_HMS_18_50_ 0__DMY_ 2_ 2_16.wav	1.3766	3.0810	7	3	2	2	
233	Spectrogram 1	1	37.588	168.576	1929.DSG_RAWD_HMS_18_50_ 0__DMY_ 2_ 2_16.wav	5.9254	4.6611	7	3	1	2	
234	Spectrogram 1	1	35.310	184.522	1930.DSG_RAWD_HMS_18_55_ 0__DMY_ 2_ 2_16.wav	10.4981	0.1045	7	3	1	2	
235	Spectrogram 1	1	33.032	179.966	1931.DSG_RAWD_HMS_19_ 0_ 0__DMY_ 2_ 2_16.wav	10.2347	0.7789	7	3	1	2	
236	Spectrogram 1	1	34.171	174.271	1932.DSG_RAWD_HMS_19_ 5_ 0__DMY_ 2_ 2_16.wav	10.4502	0.0981	7	3	1	2	
237	Spectrogram 1	1	30.754	189.078	1933.DSG_RAWD_HMS_19_10_ 0__DMY_ 2_ 2_16.wav	10.4981	0.0782	7	3	1	2	
238	Spectrogram 1	1	45.561	189.078	1934.DSG_RAWD_HMS_19_15_ 0__DMY_ 2_ 2_16.wav	4.2375	1.5547	7	3	2	2	
239	Spectrogram 1	1	44.422	185.661	1934.DSG_RAWD_HMS_19_15_ 0__DMY_ 2_ 2_16.wav	4.3333	6.2711	7	3	1	2	
240	Spectrogram 1	1	37.588	186.800	1935.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 2_16.wav	4.1537	0.0385	7	3	1	2	
241	Spectrogram 1	1	37.588	181.105	1935.DSG_RAWD_HMS_19_20_ 0__DMY_ 2_ 2_16.wav	3.8186	4.3718	7	3	2	2	
242	Spectrogram 1	1	33.032	193.634	1936.DSG_RAWD_HMS_19_25_ 0__DMY_ 2_ 2_16.wav	4.0939	0.0905	7	3	1	2	
243	Spectrogram 1	1	34.171	191.356	1936.DSG_RAWD_HMS_19_25_ 0__DMY_ 2_ 2_16.wav	6.2246	4.3400	7	3	1	2	
244	Spectrogram 1	1	39.866	190.217	1937.DSG_RAWD_HMS_19_30_ 0__DMY_ 2_ 2_16.wav	5.3029	0.1186	7	3	1	2	
245	Spectrogram 1	1	41.005	191.356	1937.DSG_RAWD_HMS_19_30_ 0__DMY_ 2_ 2_16.wav	3.6869	5.5651	7	3	1	2	
246	Spectrogram 1	1	35.310	209.581	1939.DSG_RAWD_HMS_19_40_ 0__DMY_ 2_ 2_16.wav	10.4741	0.1268	7	3	1	2	
247	Spectrogram 1	1	33.032	209.581	1940.DSG_RAWD_HMS_19_45_ 0__DMY_ 2_ 2_16.wav	8.5469	0.0830	7	3	1	2	
248	Spectrogram 1	1	31.893	206.164	1940.DSG_RAWD_HMS_19_45_ 0__DMY_ 2_ 2_16.wav	1.7118	8.8693	7	3	1	2	
249	Spectrogram 1	1	35.310	200.468	1941.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 2_16.wav	3.1243	0.1349	7	3	1	2	
250	Spectrogram 1	1	34.171	189.078	1941.DSG_RAWD_HMS_19_50_ 0__DMY_ 2_ 2_16.wav	6.3563	4.2169	7	3	1	2	
251	Spectrogram 1	1	31.893	214.137	1942.DSG_RAWD_HMS_19_55_ 0__DMY_ 2_ 2_16.wav	3.4236	0.1630	7	3	1	2	
252	Spectrogram 1	1	33.032	200.468	1942.DSG_RAWD_HMS_19_55_ 0__DMY_ 2_ 2_16.wav	5.6979	4.9093	7	3	1	2	
253	Spectrogram 1	1	31.893	217.554	1943.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 2_ 2_16.wav	7.8047	0.0773	7	3	1	2	
254	Spectrogram 1	1	33.032	212.998	1943.DSG_RAWD_HMS_20_ 0_ 0__DMY_ 2_ 2_16.wav	2.5497	8.0017	7	3	1	2	
255	Spectrogram 1	1	29.615	195.912	1945.DSG_RAWD_HMS_20_10_ 0__DMY_ 2_ 2_16.wav	3.8545	0.5882	7	3	2	2	
256	Spectrogram 1	1	28.476	195.912	1945.DSG_RAWD_HMS_20_10_ 0__DMY_ 2_ 2_16.wav	5.9613	4.5863	7	3	1	2	
257	Spectrogram 1	1	28.476	187.939	1946.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_ 2_16.wav	6.6675	2.0527	7	3	1	2	
258	Spectrogram 1	1	29.615	185.661	1946.DSG_RAWD_HMS_20_15_ 0__DMY_ 2_ 2_16.wav	1.7237	8.8639	7	3	1	2	
259	Spectrogram 1	1	41.005	214.137	1952.DSG_RAWD_HMS_20_45_ 0__DMY_ 2_ 2_16.wav	9.1813	0.0782	7	3	1	2	
260	Spectrogram 1	1	42.144	211.859	1952.DSG_RAWD_HMS_20_45_ 0__DMY_ 2_ 2_16.wav	1.0295	9.5109	7	3	1	2	
261	Spectrogram 1	1	37.588	197.051	1955.DSG_RAWD_HMS_21_ 0_ 0__DMY_ 2_ 2_16.wav	5.1114	0.0665	7	3	1	2	
262	Spectrogram 1	1	35.310	209.581	1958.DSG_RAWD_HMS_21_15_ 0__DMY_ 2_ 2_16.wav	3.1961	4.1368	7	3	2	2	
263	Spectrogram 1	1	37.588	200.468	1959.DSG_RAWD_HMS_21_20_ 0__DMY_ 2_ 2_16.wav	3.1363	7.4926	7	3	1	2	
264	Spectrogram 1	1	35.310	186.800	1960.DSG_RAWD_HMS_21_25_ 0__DMY_ 2_ 2_16.wav	2.8370	7.7839	7	3	1	2	
265	Spectrogram 1	1	42.144	186.800	1961.DSG_RAWD_HMS_21_30_ 0__DMY_ 2_ 2_16.wav	8.7504	0.0791	7	3	1	2	
266	Spectrogram 1	1	31.893	186.800	1964.DSG_RAWD_HMS_21_45_ 0__DMY_ 2_ 2_16.wav	1.2569	0.0554	7	3	1	2	
267	Spectrogram 1	1	33.032	183.383	1964.DSG_RAWD_HMS_21_45_ 0__DMY_ 2_ 2_16.wav	4.3094	1.4081	7	3	2	2	
268	Spectrogram 1	1	36.449	179.966	1964.DSG_RAWD_HMS_21_45_ 0__DMY_ 2_ 2_16.wav	4.7283	5.8611	7	3	1	2	
269	Spectrogram 1	1	36.449	197.051	1965.DSG_RAWD_HMS_21_50_ 0__DMY_ 2_ 2_16.wav	7.9244	0.0475	7	3	1	2	
270	Spectrogram 1	1	37.588	209.581	1967.DSG_RAWD_HMS_22_ 0_ 0__DMY_ 2_ 2_16.wav	7.4935	3.0962	7	3	1	2	
